10x20,62.0,178,"[1, 0, 0, 0, 3, 0, 1, 1, 1, 1, 2, 1, 1, 2, 3, 3]",55.0,"[1, 0, 0, 3, 0, 0, 1, 0, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3]",55.0,"[1, 0, 0, 3, 0, 0, 1, 0, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3]",55.0,"[1, 0, 0, 3, 0, 0, 1, 0, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3]",55.0,"[1, 0, 0, 3, 0, 0, 1, 0, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3]",59.0,"[1, 0, 0, 3, 0, 0, 1, 1, 0, 1, 1, 2, 2, 1, 2, 1, 3, 3]",55.0,"[1, 0, 0, 3, 0, 0, 1, 0, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3]",55.0,"[1, 0, 0, 3, 0, 0, 1, 0, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3]",55.0,"[1, 0, 0, 3, 0, 0, 1, 0, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3]",55.0,"[1, 0, 0, 3, 0, 0, 1, 0, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3]",55.0,"[1, 0, 0, 3, 0, 0, 1, 0, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3]"

8x8,42.0,109,"[0, 0, 0, 0, 0, 1, 2, 2, 1, 1, 2]",25.0,"[0, 0, 0, 0, 1, 0, 1, 1, 2, 2, 2]",25.0,"[0, 0, 0, 0, 1, 0, 1, 1, 2, 2, 2]",25.0,"[0, 0, 0, 0, 1, 0, 1, 1, 2, 2, 2]",25.0,"[0, 0, 0, 0, 1, 0, 1, 1, 2, 2, 2]",42.0,"[0, 0, 0, 0, 0, 1, 2, 2, 1, 1, 2]",25.0,"[0, 0, 0, 0, 1, 0, 1, 1, 2, 2, 2]",25.0,"[0, 0, 0, 0, 1, 0, 1, 1, 2, 2, 2]",25.0,"[0, 0, 0, 0, 1, 0, 1, 1, 2, 2, 2]",25.0,"[0, 0, 0, 0, 1, 0, 1, 1, 2, 2, 2]",25.0,"[0, 0, 0, 0, 1, 0, 1, 1, 2, 2, 2]"

15x17,95.0,431,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",77.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",77.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",77.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",77.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",77.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",77.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",77.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",77.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",77.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",77.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]"

20x12,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[]

11x8,92.0,219,"[1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 3, 3, 3, 3, 0, 3, 1, 1]",77.0,"[1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 3, 3, 3, 3, 0, 3, 1, 1]",77.0,"[1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 3, 3, 3, 3, 0, 3, 1, 1]",77.0,"[1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 3, 3, 3, 3, 0, 3, 1, 1]",77.0,"[1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 3, 3, 3, 3, 0, 3, 1, 1]",77.0,"[1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 3, 3, 3, 3, 0, 3, 1, 1]",77.0,"[1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 3, 3, 3, 3, 0, 3, 1, 1]",77.0,"[1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 3, 3, 3, 3, 0, 3, 1, 1]",77.0,"[1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 3, 3, 3, 3, 0, 3, 1, 1]",77.0,"[1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 3, 3, 3, 3, 0, 3, 1, 1]",77.0,"[1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 3, 3, 3, 3, 0, 3, 1, 1]"

20x19,160.0,894,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 3, 2]",106.0,"[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 1, 3, 2, 3, 2, 3, 3, 2, 3, 3, 0, 3, 3, 2]",106.0,"[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 1, 3, 2, 3, 2, 3, 3, 2, 3, 3, 0, 3, 3, 2]",106.0,"[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 1, 3, 2, 3, 2, 3, 3, 2, 3, 3, 0, 3, 3, 2]",106.0,"[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 3, 3, 1, 2, 2, 3, 3, 2, 3, 3, 0, 3, 3, 2]",111.0,"[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 3, 3, 2, 2, 3, 2, 3, 3, 0, 3, 3, 2]",106.0,"[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 1, 3, 2, 3, 2, 3, 3, 2, 3, 3, 0, 3, 3, 2]",106.0,"[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 1, 3, 2, 3, 2, 3, 3, 2, 3, 3, 0, 3, 3, 2]",106.0,"[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 1, 3, 2, 3, 2, 3, 3, 2, 3, 3, 0, 3, 3, 2]",106.0,"[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 1, 3, 2, 3, 2, 3, 3, 2, 3, 3, 0, 3, 3, 2]",106.0,"[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 1, 3, 2, 3, 2, 3, 3, 2, 3, 3, 0, 3, 3, 2]"

13x11,114.0,362,"[0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 1, 1, 0, 1, 1]",77.0,"[0, 1, 0, 1, 1, 1, 1, 1, 3, 3, 0, 0, 3, 0, 0, 0, 3, 3, 3, 0, 0, 0, 0, 1, 1, 1, 0, 1]",77.0,"[0, 1, 0, 1, 1, 1, 1, 1, 3, 3, 0, 0, 3, 0, 0, 0, 3, 3, 3, 0, 0, 0, 0, 1, 1, 1, 0, 1]",77.0,"[0, 1, 0, 1, 1, 1, 1, 1, 3, 3, 0, 0, 3, 0, 0, 0, 3, 3, 3, 0, 0, 0, 0, 1, 1, 1, 0, 1]",77.0,"[0, 1, 0, 1, 1, 1, 1, 1, 3, 3, 0, 0, 3, 0, 0, 0, 3, 3, 3, 0, 0, 0, 0, 1, 1, 1, 0, 1]",77.0,"[0, 1, 0, 1, 1, 1, 1, 1, 3, 3, 0, 0, 3, 0, 0, 0, 3, 3, 3, 0, 0, 0, 0, 1, 1, 1, 0, 1]",77.0,"[0, 1, 0, 1, 1, 1, 1, 1, 3, 3, 0, 0, 3, 0, 0, 0, 3, 3, 3, 0, 0, 0, 0, 1, 1, 1, 0, 1]",77.0,"[0, 1, 0, 1, 1, 1, 1, 1, 3, 3, 0, 0, 3, 0, 0, 0, 3, 3, 3, 0, 0, 0, 0, 1, 1, 1, 0, 1]",77.0,"[0, 1, 0, 1, 1, 1, 1, 1, 3, 3, 0, 0, 3, 0, 0, 0, 3, 3, 3, 0, 0, 0, 0, 1, 1, 1, 0, 1]",77.0,"[0, 1, 0, 1, 1, 1, 1, 1, 3, 3, 0, 0, 3, 0, 0, 0, 3, 3, 3, 0, 0, 0, 0, 1, 1, 1, 0, 1]",77.0,"[0, 1, 0, 1, 1, 1, 1, 1, 3, 3, 0, 0, 3, 0, 0, 0, 3, 3, 3, 0, 0, 0, 0, 1, 1, 1, 0, 1]"

20x11,141.0,587,"[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]",92.0,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2]",92.0,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2]",92.0,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2]",92.0,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2]",92.0,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2]",92.0,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2]",92.0,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2]",92.0,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2]",92.0,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2]",92.0,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2]"

9x17,109.0,460,"[0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 3, 2, 2, 1, 2, 1, 1, 2, 1, 1, 2, 2]",69.0,"[1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 3, 2, 3, 2, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 0]",69.0,"[1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 3, 2, 3, 2, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 0]",69.0,"[1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 3, 2, 3, 2, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 0]",69.0,"[1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 3, 2, 3, 2, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 0]",76.0,"[1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2]",69.0,"[1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 3, 2, 3, 2, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 0]",69.0,"[1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 3, 2, 3, 2, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 0]",69.0,"[1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 3, 2, 3, 2, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 0]",69.0,"[1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 3, 2, 3, 2, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 0]",69.0,"[1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 3, 2, 3, 2, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 0]"

Edge1,3.0,4,"[1, 0, 3]",3.0,"[1, 0, 3]",3.0,"[1, 0, 3]",3.0,"[1, 0, 3]",3.0,"[1, 0, 3]",3.0,"[1, 0, 3]",3.0,"[1, 0, 3]",3.0,"[1, 0, 3]",3.0,"[1, 0, 3]",3.0,"[1, 0, 3]",3.0,"[1, 0, 3]"

Edge2,4.0,8,"[0, 2, 1, 0]",4.0,"[0, 2, 1, 0]",4.0,"[0, 2, 1, 0]",4.0,"[0, 2, 1, 0]",4.0,"[0, 2, 1, 0]",4.0,"[0, 2, 1, 0]",4.0,"[0, 2, 1, 0]",4.0,"[0, 2, 1, 0]",4.0,"[0, 2, 1, 0]",4.0,"[0, 2, 1, 0]",4.0,"[0, 2, 1, 0]"

Edge3,23.0,10,"[1, 1, 0, 0, 3]",23.0,"[1, 1, 0, 0, 3]",23.0,"[1, 1, 0, 0, 3]",23.0,"[1, 1, 0, 0, 3]",23.0,"[1, 1, 0, 0, 3]",23.0,"[1, 1, 0, 0, 3]",23.0,"[1, 1, 0, 0, 3]",23.0,"[1, 1, 0, 0, 3]",23.0,"[1, 1, 0, 0, 3]",23.0,"[1, 1, 0, 0, 3]",23.0,"[1, 1, 0, 0, 3]"

35x29,180.0,1703,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 0, 0, 0, 0, 0, 3, 0, 3, 3, 0, 0]",108.0,"[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 2, 2, 1, 2, 0, 3, 0, 0, 3, 0, 0, 0, 3, 0, 0]",108.0,"[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 2, 2, 1, 2, 0, 3, 0, 0, 3, 0, 0, 0, 3, 0, 0]",108.0,"[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 2, 2, 1, 2, 0, 3, 0, 0, 3, 0, 0, 0, 3, 0, 0]",108.0,"[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 2, 2, 1, 2, 0, 3, 0, 0, 3, 0, 0, 0, 3, 0, 0]",133.0,"[0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 2, 1, 2, 2, 1, 1, 1, 0, 1, 1, 2, 1, 1, 1, 0, 0, 3, 0, 0, 3, 3, 2, 3, 1, 0, 0, 3, 0, 0, 1, 0, 0]",108.0,"[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 2, 2, 1, 2, 0, 3, 0, 0, 3, 0, 0, 0, 3, 0, 0]",108.0,"[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 2, 2, 1, 2, 0, 3, 0, 0, 3, 0, 0, 0, 3, 0, 0]",108.0,"[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 2, 2, 1, 2, 0, 3, 0, 0, 3, 0, 0, 0, 3, 0, 0]",108.0,"[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 2, 2, 1, 2, 0, 3, 0, 0, 3, 0, 0, 0, 3, 0, 0]",108.0,"[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 2, 2, 1, 2, 0, 3, 0, 0, 3, 0, 0, 0, 3, 0, 0]"

45x38,0,0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[]

47x48,283.0,3492,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 2, 3, 2]",197.0,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 3, 1, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 1, 0, 2, 3, 2, 3, 3, 3, 2, 3, 2, 2, 2, 2, 2]",197.0,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 3, 1, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 1, 0, 2, 3, 2, 3, 3, 3, 2, 3, 2, 2, 2, 2, 2]",197.0,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 3, 1, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 1, 0, 2, 3, 2, 3, 3, 3, 2, 3, 2, 2, 2, 2, 2]",197.0,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 3, 1, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 1, 0, 2, 3, 2, 3, 3, 3, 2, 3, 2, 2, 2, 2, 2]",209.0,"[1, 1, 1, 0, 1, 0, 0, 3, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 2, 3, 2, 2, 2, 3, 2, 2, 1, 2, 2, 2, 2, 2, 3, 3, 3, 0, 3, 0, 0]",197.0,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 3, 1, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 1, 0, 2, 3, 2, 3, 3, 3, 2, 3, 2, 2, 2, 2, 2]",197.0,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 3, 1, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 1, 0, 2, 3, 2, 3, 3, 3, 2, 3, 2, 2, 2, 2, 2]",197.0,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 3, 1, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 1, 0, 2, 3, 2, 3, 3, 3, 2, 3, 2, 2, 2, 2, 2]",197.0,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 3, 1, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 1, 0, 2, 3, 2, 3, 3, 3, 2, 3, 2, 2, 2, 2, 2]",197.0,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 3, 1, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 1, 0, 2, 3, 2, 3, 3, 3, 2, 3, 2, 2, 2, 2, 2]"

